X,Y,Trt,/,Site,elevation,elevation_st,meanndvi,medianndvi,stndvi,nvdi_st
420728,6518273,1,/,Julimar,220,-1.871571552,0.276858918,0.236717352,0.432753208,0.552712341
421228,6518273,1,/,Julimar,225,-1.72892878,0.667006179,0.88403247,0.434895995,0.82289531
421728,6518273,1,/,Julimar,235,-1.443643234,0.402444211,0.581724267,0.599921809,0.085969139
422228,6518273,1,/,Julimar,230,-1.586286007,0.890846095,0.064940394,0.132738843,0.418683539
422728,6518273,1,/,Julimar,260,-0.730429371,0.622783248,0.22658203,0.769607773,0.380855543
423228,6518273,1,/,Julimar,275,-0.302501052,0.987430287,0.943293577,0.688825044,0.179072978
423728,6518273,1,/,Julimar,280,-0.15985828,0.102240501,0.818515806,0.592645134,0.081620683
424228,6518273,1,/,Julimar,285,-0.017215507,0.781542649,0.40939947,0.867559208,0.751265572
424728,6518273,1,/,Julimar,285,-0.017215507,0.548200676,0.11674892,0.674550726,0.553604056
425228,6518273,1,/,Julimar,285,-0.017215507,0.835369969,0.024179446,0.698507782,0.13190482
425728,6518273,1,/,Julimar,285,-0.017215507,0.606853548,0.991145447,0.81653775,0.201837168
426228,6518273,1,/,Julimar,300,0.410712811,0.219566997,0.983712907,0.777404602,0.429054012
426728,6518273,1,/,Julimar,315,0.838641129,0.397907264,0.630085407,0.241514429,0.419699694
427228,6518273,1,/,Julimar,295,0.268070038,0.087697395,0.068963506,0.239215979,0.689797121
427728,6518273,1,/,Julimar,295,0.268070038,0.471965327,0.643658425,0.45706283,0.334740516
419728,6518773,1,/,Julimar,190,-2.727428189,0.378228577,0.057734699,0.92947776,0.511253693
420228,6518773,1,/,Julimar,230,-1.586286007,0.732990197,0.51197641,0.143708282,0.240175621
420728,6518773,1,/,Julimar,245,-1.158357689,0.718997032,0.912276026,0.762733816,0.930671837
421228,6518773,1,/,Julimar,230,-1.586286007,0.661558016,0.13512955,0.564025392,0.538799479
421728,6518773,1,/,Julimar,225,-1.72892878,0.637313998,0.458759126,0.904139583,0.863675255
422228,6518773,1,/,Julimar,250,-1.015714916,0.152879211,0.113915561,0.518204991,0.851371916
422728,6518773,1,/,Julimar,265,-0.587786598,0.962841352,0.235104002,0.23137177,0.737344165
423228,6518773,1,/,Julimar,265,-0.587786598,0.146262789,0.431120199,0.663541643,0.394847227
423728,6518773,1,/,Julimar,280,-0.15985828,0.250664857,0.833598324,0.893409471,0.564137856
424228,6518773,1,/,Julimar,290,0.125427266,0.401601832,0.32641956,0.822683379,0.716448668
424728,6518773,1,/,Julimar,275,-0.302501052,0.003899424,0.476617608,0.815306113,0.889471252
425228,6518773,1,/,Julimar,280,-0.15985828,0.134173803,0.604287417,0.892598464,0.56178651
425728,6518773,1,/,Julimar,290,0.125427266,0.135298352,0.087626287,0.68652767,0.343338019
426228,6518773,1,/,Julimar,295,0.268070038,0.96794615,0.032811434,0.773787252,0.661693942
426728,6518773,1,/,Julimar,330,1.266569447,0.15706191,0.094180643,0.865688818,0.896760944
427228,6518773,1,/,Julimar,330,1.266569447,0.26845451,0.076343372,0.149714054,0.587778294
427728,6518773,1,/,Julimar,315,0.838641129,0.007135275,0.029145653,0.544754383,0.629600765
428228,6518773,1,/,Julimar,310,0.695998357,0.773637177,0.679831492,0.199364056,0.532695089
428728,6518773,1,/,Julimar,290,0.125427266,0.37534827,0.250403534,0.128565775,0.843682605
419728,6519273,1,/,Julimar,260,-0.730429371,0.417274204,0.42791008,0.782345525,0.849707877
420228,6519273,1,/,Julimar,245,-1.158357689,0.293771461,0.133958436,0.899433127,0.134441045
420728,6519273,1,/,Julimar,255,-0.873072143,0.444309582,0.414969208,0.063675841,0.766940065
421228,6519273,1,/,Julimar,260,-0.730429371,0.405705504,0.243217157,0.312422662,0.125610742
421728,6519273,1,/,Julimar,250,-1.015714916,0.995116306,0.922433106,0.486934583,0.616854454
422228,6519273,1,/,Julimar,230,-1.586286007,0.392863431,0.978484822,0.626480276,0.068012386
422728,6519273,1,/,Julimar,240,-1.301000462,0.004053141,0.111206481,0.769155762,0.030456231
423228,6519273,1,/,Julimar,250,-1.015714916,0.106472962,0.781320746,0.051717657,0.307022465
423728,6519273,1,/,Julimar,255,-0.873072143,0.306794199,0.424784161,0.193079618,0.679317429
424228,6519273,1,/,Julimar,265,-0.587786598,0.050487855,0.224013979,0.447889042,0.475180244
424728,6519273,1,/,Julimar,280,-0.15985828,0.539974363,0.661951141,0.4898158,0.060928017
425228,6519273,1,/,Julimar,285,-0.017215507,0.902375631,0.878325486,0.885765021,0.985814098
425728,6519273,1,/,Julimar,295,0.268070038,0.230472221,0.797716948,0.365095891,0.796654998
426228,6519273,1,/,Julimar,300,0.410712811,0.30113508,0.773836679,0.096699937,0.576547159
426728,6519273,1,/,Julimar,315,0.838641129,0.551024279,0.093959289,0.324084959,0.561545702
427228,6519273,1,/,Julimar,335,1.40921222,0.250971278,0.063592981,0.740086672,0.103721859
427728,6519273,1,/,Julimar,325,1.123926675,0.894465353,0.799967136,0.944160375,0.553800537
428228,6519273,1,/,Julimar,325,1.123926675,0.410240606,0.996962436,0.737454412,0.485531267
428728,6519273,1,/,Julimar,315,0.838641129,0.265478342,0.791221246,0.465658784,0.877767605
419728,6519773,1,/,Julimar,190,-2.727428189,0.434502186,0.583182074,0.342027015,0.572583233
420228,6519773,1,/,Julimar,225,-1.72892878,0.650395557,0.080559277,0.221960081,0.454687181
420728,6519773,1,/,Julimar,220,-1.871571552,0.929443079,0.39994975,0.823170468,0.792242056
421228,6519773,1,/,Julimar,220,-1.871571552,0.412862736,0.656792197,0.430729075,0.888861132
421728,6519773,1,/,Julimar,245,-1.158357689,0.037756947,0.966135604,0.779566038,0.400049209
422228,6519773,1,/,Julimar,265,-0.587786598,0.820414342,0.552712528,0.114009264,0.883874272
422728,6519773,1,/,Julimar,275,-0.302501052,0.410659645,0.227390207,0.559756699,0.843153052
423228,6519773,1,/,Julimar,280,-0.15985828,0.11171079,0.705809407,0.942055407,0.237425708
423728,6519773,1,/,Julimar,280,-0.15985828,0.274605971,0.668990045,0.349970872,0.71053016
424228,6519773,1,/,Julimar,285,-0.017215507,0.831075137,0.061818952,0.053109308,0.178056522
424728,6519773,1,/,Julimar,285,-0.017215507,0.986907601,0.664363104,0.719678282,0.121265277
425228,6519773,1,/,Julimar,285,-0.017215507,0.516987623,0.811543574,0.654725391,0.768212868
425728,6519773,1,/,Julimar,290,0.125427266,0.034828267,0.84419099,0.121053557,0.651248934
426228,6519773,1,/,Julimar,290,0.125427266,0.621894355,0.365586168,0.965927688,0.612145413
426728,6519773,1,/,Julimar,305,0.553355584,0.706257001,0.507983835,0.405318811,0.662231601
427228,6519773,1,/,Julimar,325,1.123926675,0.50079012,0.442449461,0.594334666,0.903048268
427728,6519773,1,/,Julimar,325,1.123926675,0.311208027,0.335035409,0.191941173,0.410574372
428228,6519773,1,/,Julimar,335,1.40921222,0.848589135,0.026888978,0.103690682,0.37261019
428728,6519773,1,/,Julimar,320,0.981283902,0.091810722,0.903527207,0.074473617,0.576523783
429228,6519773,1,/,Julimar,315,0.838641129,0.890416929,0.482424863,0.872144322,0.798801287
429728,6519773,1,/,Julimar,305,0.553355584,0.378105741,0.011755517,0.898376673,0.017748428
430228,6519773,1,/,Julimar,315,0.838641129,0.991037992,0.759900819,0.214765487,0.533992349
430728,6519773,1,/,Julimar,265,-0.587786598,0.863984803,0.103016902,0.016729473,0.393423484
431228,6519773,1,/,Julimar,245,-1.158357689,0.992122705,0.404680669,0.136046523,0.042650525
431728,6519773,1,/,Julimar,275,-0.302501052,0.868203797,0.330047979,0.820355428,0.991264094
432228,6519773,1,/,Julimar,305,0.553355584,0.732383106,0.339396357,0.725975385,0.995150651
432728,6519773,1,/,Julimar,315,0.838641129,0.287326132,0.949963322,0.468869899,0.14209789
433228,6519773,1,/,Julimar,335,1.40921222,0.428037126,0.920025091,0.056562793,0.582098595
433728,6519773,1,/,Julimar,350,1.837140538,0.073198548,0.055383581,0.009277407,0.632544777
434228,6519773,1,/,Julimar,370,2.407711629,0.416707138,0.602543796,0.010425426,0.152323539
434728,6519773,1,/,Julimar,380,2.692997175,0.607933596,0.272040023,0.134653843,0.914039541
435228,6519773,1,/,Julimar,355,1.979783311,0.899942001,0.24043484,0.949427596,0.811552578
435728,6519773,1,/,Julimar,345,1.694497766,0.178103264,0.945072912,0.272438216,0.631669454
419728,6520273,1,/,Julimar,175,-3.155356507,0.172675661,0.84077149,0.959923653,0.103089509
420228,6520273,1,/,Julimar,185,-2.870070961,0.940367832,0.43825485,0.546366594,0.68583112
420728,6520273,1,/,Julimar,190,-2.727428189,0.143962123,0.233187086,0.32482121,0.026022043
421228,6520273,1,/,Julimar,220,-1.871571552,0.35279946,0.782321569,0.054733041,0.442700123
421728,6520273,1,/,Julimar,240,-1.301000462,0.879895517,0.591930407,0.322926244,0.529247913
422228,6520273,1,/,Julimar,245,-1.158357689,0.734675233,0.461490321,0.852654514,0.934071224
422728,6520273,1,/,Julimar,255,-0.873072143,0.380994284,0.605717627,0.498862272,0.575458975
423228,6520273,1,/,Julimar,300,0.410712811,0.383636349,0.586821626,0.58544888,0.667166143
423728,6520273,1,/,Julimar,320,0.981283902,0.126136492,0.086790472,0.879438771,0.276456995
424228,6520273,1,/,Julimar,285,-0.017215507,0.317691336,0.147417015,0.144387413,0.111732272
424728,6520273,1,/,Julimar,285,-0.017215507,0.939657577,0.023132128,0.77364955,0.215041813
425228,6520273,1,/,Julimar,275,-0.302501052,0.456673135,0.669412759,0.72351881,0.536951367
425728,6520273,1,/,Julimar,280,-0.15985828,0.611830452,0.353178552,0.743088839,0.639253962
426228,6520273,1,/,Julimar,280,-0.15985828,0.057004108,0.140016376,0.379466595,0.672506193
426728,6520273,1,/,Julimar,295,0.268070038,0.441994613,0.365449236,0.085573356,0.747218149
427228,6520273,1,/,Julimar,295,0.268070038,0.523634285,0.248115091,0.77007281,0.213200686
427728,6520273,1,/,Julimar,305,0.553355584,0.375025688,0.753330899,0.991346723,0.815519022
428228,6520273,1,/,Julimar,335,1.40921222,0.31831581,0.121808932,0.235013541,0.93938211
428728,6520273,1,/,Julimar,325,1.123926675,0.219985642,0.26989721,0.73288364,0.657099211
429228,6520273,1,/,Julimar,320,0.981283902,0.661012183,0.066672537,0.667034785,0.810903403
429728,6520273,1,/,Julimar,320,0.981283902,0.165264508,0.477215625,0.408028478,0.821666377
430228,6520273,1,/,Julimar,305,0.553355584,0.750218587,0.798625362,0.883947954,0.444663179
430728,6520273,1,/,Julimar,270,-0.445143825,0.277963172,0.611032177,0.035942055,0.736575182
431228,6520273,1,/,Julimar,240,-1.301000462,0.98706347,0.37666387,0.672135041,0.092514779
431728,6520273,1,/,Julimar,270,-0.445143825,0.552408756,0.056791035,0.220059955,0.194286468
432228,6520273,1,/,Julimar,310,0.695998357,0.596926498,0.944781951,0.617431394,0.805868112
432728,6520273,1,/,Julimar,295,0.268070038,0.789887859,0.179241465,0.847294937,0.407179747
433228,6520273,1,/,Julimar,315,0.838641129,0.206500183,0.430931458,0.456830392,0.958923601
433728,6520273,1,/,Julimar,335,1.40921222,0.939041085,0.036832719,0.557591675,0.363768878
434228,6520273,1,/,Julimar,360,2.122426084,0.600393976,0.773908435,0.130041287,0.81564231
434728,6520273,1,/,Julimar,380,2.692997175,0.159520901,0.947184873,0.02725473,0.566209166
435228,6520273,1,/,Julimar,360,2.122426084,0.142285172,0.103268768,0.592337125,0.11019758
435728,6520273,1,/,Julimar,360,2.122426084,0.940491365,0.462433632,0.998583166,0.047366124
436228,6520273,1,/,Julimar,350,1.837140538,0.391456473,0.602908179,0.026886133,0.729210153
420728,6520773,1,/,Julimar,185,-2.870070961,0.401545537,0.014938274,0.887515483,0.14286735
421228,6520773,1,/,Julimar,225,-1.72892878,0.035975368,0.218260499,0.574744747,0.075675211
421728,6520773,1,/,Julimar,215,-2.014214325,0.842615583,0.439924466,0.102765662,0.538426404
422228,6520773,1,/,Julimar,235,-1.443643234,0.271875917,0.256367941,0.128233561,0.967651287
422728,6520773,1,/,Julimar,275,-0.302501052,0.626884606,0.49818505,0.869925171,0.315280735
423228,6520773,1,/,Julimar,295,0.268070038,0.57950517,0.158698638,0.485171378,0.43157999
423728,6520773,1,/,Julimar,295,0.268070038,0.509230782,0.08373247,0.783433001,0.487954772
424228,6520773,1,/,Julimar,275,-0.302501052,0.102396393,0.37978574,0.475296506,0.974585407
424728,6520773,1,/,Julimar,255,-0.873072143,0.898734545,0.141756208,0.062474786,0.029321952
425228,6520773,1,/,Julimar,285,-0.017215507,0.84820738,0.610459666,0.332153065,0.855072776
425728,6520773,1,/,Julimar,290,0.125427266,0.588260699,0.968063686,0.753362756,0.901044402
426228,6520773,1,/,Julimar,285,-0.017215507,0.283670383,0.011637748,0.015208298,0.528434206
426728,6520773,1,/,Julimar,305,0.553355584,0.948176394,0.032595098,0.127464509,0.526098629
427228,6520773,1,/,Julimar,315,0.838641129,0.210233613,0.782155105,0.215123187,0.088231759
427728,6520773,1,/,Julimar,305,0.553355584,0.44319842,0.221891697,0.495712755,0.150719791
428228,6520773,1,/,Julimar,315,0.838641129,0.731852741,0.197258815,0.558260008,0.972204796
428728,6520773,1,/,Julimar,325,1.123926675,0.227093317,0.952444965,0.430349069,0.183403445
429228,6520773,1,/,Julimar,315,0.838641129,0.455820758,0.638676948,0.696269849,0.84976297
429728,6520773,1,/,Julimar,305,0.553355584,0.290567555,0.525198808,0.734657976,0.918545043
430228,6520773,1,/,Julimar,295,0.268070038,0.249316945,0.842157627,0.587848972,0.950739598
430728,6520773,1,/,Julimar,265,-0.587786598,0.29276204,0.430463512,0.423108968,0.91279196
431228,6520773,1,/,Julimar,245,-1.158357689,0.700502806,0.046925784,0.123501191,0.6845247
431728,6520773,1,/,Julimar,265,-0.587786598,0.221754997,0.44712551,0.818806751,0.106789454
432228,6520773,1,/,Julimar,285,-0.017215507,0.743984261,0.298585293,0.040946191,0.881946018
432728,6520773,1,/,Julimar,290,0.125427266,0.925364491,0.091553238,0.537684917,0.790638625
433228,6520773,1,/,Julimar,310,0.695998357,0.874200652,0.88615519,0.011327647,0.686798421
433728,6520773,1,/,Julimar,320,0.981283902,0.169209947,0.203232599,0.781021948,0.915427747
434228,6520773,1,/,Julimar,335,1.40921222,0.265844206,0.691202891,0.04073152,0.090295954
434728,6520773,1,/,Julimar,360,2.122426084,0.566532959,0.594135544,0.487044465,0.600904603
435228,6520773,1,/,Julimar,340,1.551854993,0.868049513,0.601718636,0.352398317,0.960034398
435728,6520773,1,/,Julimar,350,1.837140538,0.340681895,0.516460212,0.34120281,0.948457507
436228,6520773,1,/,Julimar,330,1.266569447,0.491791081,0.997837523,0.057678644,0.50827251
420728,6521273,1,/,Julimar,190,-2.727428189,0.991977864,0.518399521,0.597879407,0.424286824
421228,6521273,1,/,Julimar,190,-2.727428189,0.27307851,0.339494155,0.652687241,0.163923509
421728,6521273,1,/,Julimar,215,-2.014214325,0.975699557,0.248392421,0.168546415,0.871019899
422228,6521273,1,/,Julimar,260,-0.730429371,0.146660605,0.108039168,0.714649759,0.883588816
422728,6521273,1,/,Julimar,270,-0.445143825,0.590721827,0.971236607,0.523281094,0.413996586
423228,6521273,1,/,Julimar,265,-0.587786598,0.581514925,0.446851357,0.016869532,0.003222986
423728,6521273,1,/,Julimar,240,-1.301000462,0.182414,0.324031877,0.989601315,0.130644604
424228,6521273,1,/,Julimar,260,-0.730429371,0.762300478,0.23756959,0.388008024,0.502764783
424728,6521273,1,/,Julimar,285,-0.017215507,0.023805808,0.196541189,0.4117453,0.061682478
425228,6521273,1,/,Julimar,315,0.838641129,0.59163828,0.577908354,0.660142425,0.909929902
425728,6521273,1,/,Julimar,320,0.981283902,0.295146493,0.467746486,0.888908579,0.792082514
426228,6521273,1,/,Julimar,310,0.695998357,0.946316948,0.782930575,0.052043029,0.986641723
426728,6521273,1,/,Julimar,295,0.268070038,0.364057531,0.331326967,0.372774394,0.838159222
427228,6521273,1,/,Julimar,300,0.410712811,0.851143712,0.41122826,0.830894864,0.653003561
427728,6521273,1,/,Julimar,300,0.410712811,0.196978866,0.366260897,0.561872099,0.988275698
428228,6521273,1,/,Julimar,300,0.410712811,0.90168601,0.251856137,0.880752297,0.669120029
428728,6521273,1,/,Julimar,300,0.410712811,0.8926317,0.516419812,0.857769577,0.917520091
429228,6521273,1,/,Julimar,310,0.695998357,0.296523048,0.594255885,0.068899451,0.54167862
429728,6521273,1,/,Julimar,300,0.410712811,0.283985593,0.581710498,0.488751891,0.465591205
430228,6521273,1,/,Julimar,285,-0.017215507,0.691954113,0.469143134,0.561258483,0.247211721
430728,6521273,1,/,Julimar,270,-0.445143825,0.7771432,0.960945168,0.503098241,0.484966728
431228,6521273,1,/,Julimar,245,-1.158357689,0.789178258,0.908561255,0.438422921,0.060270162
431728,6521273,1,/,Julimar,270,-0.445143825,0.310524432,0.912795703,0.57520705,0.57282037
432228,6521273,1,/,Julimar,295,0.268070038,0.719151089,0.615939641,0.161481929,0.128445873
432728,6521273,1,/,Julimar,285,-0.017215507,0.406760689,0.217020913,0.429936101,0.601806572
433228,6521273,1,/,Julimar,295,0.268070038,0.182978172,0.123152786,0.933280567,0.135062588
433728,6521273,1,/,Julimar,310,0.695998357,0.945844164,0.374744792,0.146499149,0.893910674
434228,6521273,1,/,Julimar,335,1.40921222,0.56223255,0.29702487,0.395517352,0.625530088
434728,6521273,1,/,Julimar,345,1.694497766,0.866744971,0.918208621,0.568619128,0.821537498
435228,6521273,1,/,Julimar,335,1.40921222,0.033083706,0.636436033,0.583901265,0.451325983
435728,6521273,1,/,Julimar,335,1.40921222,0.577807641,0.156839931,0.763425271,0.816928643
436228,6521273,1,/,Julimar,325,1.123926675,0.862678349,0.598808056,0.208164247,0.928949713
420728,6521773,1,/,Julimar,225,-1.72892878,0.04394684,0.381658813,0.23431123,0.82510042
421228,6521773,1,/,Julimar,205,-2.299499871,0.30687544,0.406301788,0.800266293,0.443742194
421728,6521773,1,/,Julimar,195,-2.584785416,0.651824288,0.172720184,0.542631049,0.962862465
422228,6521773,1,/,Julimar,225,-1.72892878,0.889264007,0.865536447,0.879080124,0.848901679
422728,6521773,1,/,Julimar,225,-1.72892878,0.168116165,0.976125924,0.43807501,0.368603285
423228,6521773,1,/,Julimar,220,-1.871571552,0.778753515,0.199579884,0.161150586,0.180222622
423728,6521773,1,/,Julimar,235,-1.443643234,0.547856344,0.142347439,0.436834049,0.687217029
424228,6521773,1,/,Julimar,285,-0.017215507,0.904434334,0.132503432,0.273910694,0.031512279
424728,6521773,1,/,Julimar,295,0.268070038,0.440511359,0.251988934,0.261438381,0.223481417
425228,6521773,1,/,Julimar,305,0.553355584,0.810220513,0.955360371,0.486352354,0.199858607
425728,6521773,1,/,Julimar,305,0.553355584,0.020136042,0.915104367,0.280509156,0.479174849
426228,6521773,1,/,Julimar,325,1.123926675,0.162948432,0.216367333,0.19713409,0.685375304
426728,6521773,1,/,Julimar,315,0.838641129,0.022987737,0.961466656,0.324129091,0.456420526
427228,6521773,1,/,Julimar,285,-0.017215507,0.249121392,0.790514205,0.49897902,0.935889541
427728,6521773,1,/,Julimar,295,0.268070038,0.207343938,0.668070427,0.084286843,0.627340995
428228,6521773,1,/,Julimar,300,0.410712811,0.64080709,0.534115163,0.781483656,0.657996451
428728,6521773,1,/,Julimar,300,0.410712811,0.008832232,0.034866926,0.230463906,0.352530486
429228,6521773,1,/,Julimar,305,0.553355584,0.242637665,0.371077044,0.159093466,0.948281455
429728,6521773,1,/,Julimar,300,0.410712811,0.341787806,0.070988704,0.642556346,0.954051531
430228,6521773,1,/,Julimar,285,-0.017215507,0.184635175,0.836345908,0.879711891,0.962104631
430728,6521773,1,/,Julimar,275,-0.302501052,0.796970795,0.921970956,0.742027061,0.050611827
431228,6521773,1,/,Julimar,300,0.410712811,0.350089508,0.38668873,0.656650375,0.905943918
431728,6521773,1,/,Julimar,250,-1.015714916,0.299557353,0.537239147,0.473946215,0.785774673
432228,6521773,1,/,Julimar,270,-0.445143825,0.956942014,0.882688574,0.039332095,0.628695594
432728,6521773,1,/,Julimar,300,0.410712811,0.166868546,0.375011564,0.883541761,0.70475587
433228,6521773,1,/,Julimar,315,0.838641129,0.22282224,0.060074531,0.728806192,0.990908735
433728,6521773,1,/,Julimar,315,0.838641129,0.845094605,0.230130057,0.39807444,0.611498859
434228,6521773,1,/,Julimar,340,1.551854993,0.101570506,0.113404047,0.96025282,0.161326231
434728,6521773,1,/,Julimar,335,1.40921222,0.119539963,0.613391256,0.770622469,0.810542992
435228,6521773,1,/,Julimar,315,0.838641129,0.287916165,0.948914521,0.595022318,0.111189315
435728,6521773,1,/,Julimar,310,0.695998357,0.937592677,0.557889754,0.94037625,0.401703681
436228,6521773,1,/,Julimar,330,1.266569447,0.084643051,0.285351643,0.798635789,0.251820174
421228,6522273,1,/,Julimar,240,-1.301000462,0.43909714,0.851171491,0.626427242,0.365437614
421728,6522273,1,/,Julimar,195,-2.584785416,0.891651145,0.291759101,0.42363119,0.435129327
422228,6522273,1,/,Julimar,215,-2.014214325,0.64326427,0.608745635,0.258192591,0.307903918
422728,6522273,1,/,Julimar,230,-1.586286007,0.492153455,0.831013693,0.615684056,0.459643739
423228,6522273,1,/,Julimar,265,-0.587786598,0.938093983,0.000909816,0.052071083,0.189704679
423728,6522273,1,/,Julimar,275,-0.302501052,0.414246899,0.509030736,0.611546407,0.506071673
424228,6522273,1,/,Julimar,265,-0.587786598,0.906487816,0.822680497,0.08469432,0.699994891
424728,6522273,1,/,Julimar,275,-0.302501052,0.722894484,0.197807163,0.080682876,0.507546197
425228,6522273,1,/,Julimar,285,-0.017215507,0.391860092,0.923502671,0.036782827,0.005780677
425728,6522273,1,/,Julimar,300,0.410712811,0.899004179,0.966612325,0.80593576,0.849391792
426228,6522273,1,/,Julimar,305,0.553355584,0.288502758,0.510564605,0.762750301,0.891941162
426728,6522273,1,/,Julimar,295,0.268070038,0.233320143,0.680362214,0.492260242,0.649572432
427228,6522273,1,/,Julimar,305,0.553355584,0.465630031,0.720554011,0.167031498,0.689574198
427728,6522273,1,/,Julimar,315,0.838641129,0.674979316,0.498197456,0.045577341,0.217359977
428228,6522273,1,/,Julimar,300,0.410712811,0.807120129,0.061078616,0.181343591,0.849234805
428728,6522273,1,/,Julimar,295,0.268070038,0.299373909,0.426187632,0.422660064,0.340750161
429228,6522273,1,/,Julimar,300,0.410712811,0.77474736,0.315782623,0.436822897,0.3270897
429728,6522273,1,/,Julimar,295,0.268070038,0.733100888,0.780423726,0.301002982,0.093068108
430228,6522273,1,/,Julimar,285,-0.017215507,0.295461606,0.851115059,0.033668691,0.793149416
430728,6522273,1,/,Julimar,290,0.125427266,0.92578889,0.419526629,0.515075324,0.876325928
431228,6522273,1,/,Julimar,305,0.553355584,0.10504791,0.468619497,0.979627922,0.809076421
431728,6522273,1,/,Julimar,255,-0.873072143,0.772102644,0.668922949,0.84603851,0.360490877
432228,6522273,1,/,Julimar,280,-0.15985828,0.396618193,0.985420762,0.489338703,0.997139427
432728,6522273,1,/,Julimar,295,0.268070038,0.078381282,0.224877298,0.853363298,0.047779975
433228,6522273,1,/,Julimar,315,0.838641129,0.512681207,0.018619912,0.791530783,0.908032302
433728,6522273,1,/,Julimar,305,0.553355584,0.47018535,0.954552458,0.204513118,0.052059107
434228,6522273,1,/,Julimar,320,0.981283902,0.129627282,0.805220421,0.25689773,0.402986694
434728,6522273,1,/,Julimar,335,1.40921222,0.977668376,0.341323526,0.221970622,0.865273488
435228,6522273,1,/,Julimar,305,0.553355584,0.322063107,0.474951022,0.608598442,0.555125368
435728,6522273,1,/,Julimar,305,0.553355584,0.153035893,0.799163477,0.985173904,0.273177061
421728,6522773,1,/,Julimar,210,-2.156857098,0.702851566,0.022953109,0.202359185,0.983665826
422228,6522773,1,/,Julimar,205,-2.299499871,0.681151592,0.678705907,0.333877389,0.886320539
422728,6522773,1,/,Julimar,230,-1.586286007,0.259289332,0.155632813,0.751813424,0.176834041
